,year,fips,county_name,state,statefips,cases
0,2020,0,Statewide Unallocated,AL,1,1074
1,2021,0,Statewide Unallocated,AL,1,0
2,2022,0,Statewide Unallocated,AL,1,0
3,2020,1001,Autauga County ,AL,1,370468
4,2021,1001,Autauga County ,AL,1,2870305
5,2022,1001,Autauga County ,AL,1,2744769
6,2020,1003,Baldwin County ,AL,1,1126681
7,2021,1003,Baldwin County ,AL,1,9744986
8,2022,1003,Baldwin County ,AL,1,9781779
9,2020,1005,Barbour County ,AL,1,174790
10,2021,1005,Barbour County ,AL,1,983065
11,2022,1005,Barbour County ,AL,1,981752
12,2020,1007,Bibb County ,AL,1,148098
13,2021,1007,Bibb County ,AL,1,1143949
14,2022,1007,Bibb County ,AL,1,1128041
15,2020,1009,Blount County ,AL,1,349200
16,2021,1009,Blount County ,AL,1,2849861
17,2022,1009,Blount County ,AL,1,2622632
18,2020,1011,Bullock County ,AL,1,119660
19,2021,1011,Bullock County ,AL,1,475160
20,2022,1011,Bullock County ,AL,1,407570
21,2020,1013,Butler County ,AL,1,201707
22,2021,1013,Butler County ,AL,1,921683
23,2022,1013,Butler County ,AL,1,888089
24,2020,1015,Calhoun County ,AL,1,740383
25,2021,1015,Calhoun County ,AL,1,6080407
26,2022,1015,Calhoun County ,AL,1,5644163
27,2020,1017,Chambers County ,AL,1,266573
28,2021,1017,Chambers County ,AL,1,1549666
29,2022,1017,Chambers County ,AL,1,1496874
30,2020,1019,Cherokee County ,AL,1,120705
31,2021,1019,Cherokee County ,AL,1,817738
32,2022,1019,Cherokee County ,AL,1,889637
33,2020,1021,Chilton County ,AL,1,291023
34,2021,1021,Chilton County ,AL,1,1841012
35,2022,1021,Chilton County ,AL,1,1904482
36,2020,1023,Choctaw County ,AL,1,73739
37,2021,1023,Choctaw County ,AL,1,249343
38,2022,1023,Choctaw County ,AL,1,345794
39,2020,1025,Clarke County ,AL,1,222579
40,2021,1025,Clarke County ,AL,1,1417176
41,2022,1025,Clarke County ,AL,1,1244455
42,2020,1027,Clay County ,AL,1,108449
43,2021,1027,Clay County ,AL,1,663442
44,2022,1027,Clay County ,AL,1,711695
45,2020,1029,Cleburne County ,AL,1,81424
46,2021,1029,Cleburne County ,AL,1,650214
47,2022,1029,Cleburne County ,AL,1,622609
48,2020,1031,Coffee County ,AL,1,305018
49,2021,1031,Coffee County ,AL,1,2468589
50,2022,1031,Coffee County ,AL,1,2376036
51,2020,1033,Colbert County ,AL,1,382284
52,2021,1033,Colbert County ,AL,1,2605528
53,2022,1033,Colbert County ,AL,1,2819107
54,2020,1035,Conecuh County ,AL,1,101881
55,2021,1035,Conecuh County ,AL,1,498078
56,2022,1035,Conecuh County ,AL,1,502016
57,2020,1037,Coosa County ,AL,1,41546
58,2021,1037,Coosa County ,AL,1,458231
59,2022,1037,Coosa County ,AL,1,514667
60,2020,1039,Covington County ,AL,1,283259
61,2021,1039,Covington County ,AL,1,1826748
62,2022,1039,Covington County ,AL,1,1641745
63,2020,1041,Crenshaw County ,AL,1,100892
64,2021,1041,Crenshaw County ,AL,1,670096
65,2022,1041,Crenshaw County ,AL,1,668706
66,2020,1043,Cullman County ,AL,1,494394
67,2021,1043,Cullman County ,AL,1,4198289
68,2022,1043,Cullman County ,AL,1,4283541
69,2020,1045,Dale County ,AL,1,292899
70,2021,1045,Dale County ,AL,1,2268198
71,2022,1045,Dale County ,AL,1,2241881
72,2020,1047,Dallas County ,AL,1,350431
73,2021,1047,Dallas County ,AL,1,1466941
74,2022,1047,Dallas County ,AL,1,1461998
75,2020,1049,DeKalb County ,AL,1,592230
76,2021,1049,DeKalb County ,AL,1,3673439
77,2022,1049,DeKalb County ,AL,1,3273652
78,2020,1051,Elmore County ,AL,1,562698
79,2021,1051,Elmore County ,AL,1,4262286
80,2022,1051,Elmore County ,AL,1,4070256
81,2020,1053,Escambia County ,AL,1,290037
82,2021,1053,Escambia County ,AL,1,1785785
83,2022,1053,Escambia County ,AL,1,1766675
84,2020,1055,Etowah County ,AL,1,774548
85,2021,1055,Etowah County ,AL,1,5734581
86,2022,1055,Etowah County ,AL,1,5029251
87,2020,1057,Fayette County ,AL,1,101734
88,2021,1057,Fayette County ,AL,1,876040
89,2022,1057,Fayette County ,AL,1,854573
90,2020,1059,Franklin County ,AL,1,378096
91,2021,1059,Franklin County ,AL,1,1761910
92,2022,1059,Franklin County ,AL,1,1711422
93,2020,1061,Geneva County ,AL,1,135929
94,2021,1061,Geneva County ,AL,1,1163922
95,2022,1061,Geneva County ,AL,1,1116267
96,2020,1063,Greene County ,AL,1,69482
97,2021,1063,Greene County ,AL,1,374514
98,2022,1063,Greene County ,AL,1,327571
99,2020,1065,Hale County ,AL,1,142470
100,2021,1065,Hale County ,AL,1,902139
101,2022,1065,Hale County ,AL,1,826053
102,2020,1067,Henry County ,AL,1,109296
103,2021,1067,Henry County ,AL,1,842453
104,2022,1067,Henry County ,AL,1,795441
105,2020,1069,Houston County ,AL,1,619175
106,2021,1069,Houston County ,AL,1,4681261
107,2022,1069,Houston County ,AL,1,4470089
108,2020,1071,Jackson County ,AL,1,379712
109,2021,1071,Jackson County ,AL,1,2843203
110,2022,1071,Jackson County ,AL,1,2617985
111,2020,1073,Jefferson County ,AL,1,4238448
112,2021,1073,Jefferson County ,AL,1,32552973
113,2022,1073,Jefferson County ,AL,1,32446182
114,2020,1075,Lamar County ,AL,1,82605
115,2021,1075,Lamar County ,AL,1,615398
116,2022,1075,Lamar County ,AL,1,645158
117,2020,1077,Lauderdale County ,AL,1,450739
118,2021,1077,Lauderdale County ,AL,1,3990443
119,2022,1077,Lauderdale County ,AL,1,4194048
120,2020,1079,Lawrence County ,AL,1,146498
121,2021,1079,Lawrence County ,AL,1,1269553
122,2022,1079,Lawrence County ,AL,1,1327099
123,2020,1081,Lee County ,AL,1,1062421
124,2021,1081,Lee County ,AL,1,6740017
125,2022,1081,Lee County ,AL,1,6649322
126,2020,1083,Limestone County ,AL,1,501748
127,2021,1083,Limestone County ,AL,1,4261903
128,2022,1083,Limestone County ,AL,1,4358426
129,2020,1085,Lowndes County ,AL,1,140891
130,2021,1085,Lowndes County ,AL,1,542984
131,2022,1085,Lowndes County ,AL,1,461078
132,2020,1087,Macon County ,AL,1,101996
133,2021,1087,Macon County ,AL,1,658602
134,2022,1087,Macon County ,AL,1,678935
135,2020,1089,Madison County ,AL,1,1695537
136,2021,1089,Madison County ,AL,1,14582359
137,2022,1089,Madison County ,AL,1,15597068
138,2020,1091,Marengo County ,AL,1,171369
139,2021,1091,Marengo County ,AL,1,1001445
140,2022,1091,Marengo County ,AL,1,894635
141,2020,1093,Marion County ,AL,1,193497
142,2021,1093,Marion County ,AL,1,1368909
143,2022,1093,Marion County ,AL,1,1412316
144,2020,1095,Marshall County ,AL,1,877251
145,2021,1095,Marshall County ,AL,1,5153666
146,2022,1095,Marshall County ,AL,1,4778435
147,2020,1097,Mobile County ,AL,1,2777947
148,2021,1097,Mobile County ,AL,1,18714757
149,2022,1097,Mobile County ,AL,1,19843839
150,2020,1099,Monroe County ,AL,1,118384
151,2021,1099,Monroe County ,AL,1,833615
152,2022,1099,Monroe County ,AL,1,921353
153,2020,1101,Montgomery County ,AL,1,1835824
154,2021,1101,Montgomery County ,AL,1,9941257
155,2022,1101,Montgomery County ,AL,1,9662199
156,2020,1103,Morgan County ,AL,1,804399
157,2021,1103,Morgan County ,AL,1,6033962
158,2022,1103,Morgan County ,AL,1,6274011
159,2020,1105,Perry County ,AL,1,104077
160,2021,1105,Perry County ,AL,1,429604
161,2022,1105,Perry County ,AL,1,365979
162,2020,1107,Pickens County ,AL,1,151934
163,2021,1107,Pickens County ,AL,1,949997
164,2022,1107,Pickens County ,AL,1,911396
165,2020,1109,Pike County ,AL,1,229044
166,2021,1109,Pike County ,AL,1,1334157
167,2022,1109,Pike County ,AL,1,1314796
168,2020,1111,Randolph County ,AL,1,137191
169,2021,1111,Randolph County ,AL,1,826105
170,2022,1111,Randolph County ,AL,1,891106
171,2020,1113,Russell County ,AL,1,334426
172,2021,1113,Russell County ,AL,1,1851186
173,2022,1113,Russell County ,AL,1,1772022
174,2020,1115,St. Clair County ,AL,1,511654
175,2021,1115,St. Clair County ,AL,1,4306414
176,2022,1115,St. Clair County ,AL,1,4437876
177,2020,1117,Shelby County ,AL,1,1279319
178,2021,1117,Shelby County ,AL,1,10358129
179,2022,1117,Shelby County ,AL,1,10583591
180,2020,1119,Sumter County ,AL,1,99240
181,2021,1119,Sumter County ,AL,1,412053
182,2022,1119,Sumter County ,AL,1,440855
183,2020,1121,Talladega County ,AL,1,439837
184,2021,1121,Talladega County ,AL,1,3608064
185,2022,1121,Talladega County ,AL,1,3884537
186,2020,1123,Tallapoosa County ,AL,1,267649
187,2021,1123,Tallapoosa County ,AL,1,1802028
188,2022,1123,Tallapoosa County ,AL,1,1995428
189,2020,1125,Tuscaloosa County ,AL,1,1663905
190,2021,1125,Tuscaloosa County ,AL,1,10371562
191,2022,1125,Tuscaloosa County ,AL,1,9748208
192,2020,1127,Walker County ,AL,1,500424
193,2021,1127,Walker County ,AL,1,3102109
194,2022,1127,Walker County ,AL,1,3236184
195,2020,1129,Washington County ,AL,1,119159
196,2021,1129,Washington County ,AL,1,711695
197,2022,1129,Washington County ,AL,1,649348
198,2020,1131,Wilcox County ,AL,1,110606
199,2021,1131,Wilcox County ,AL,1,506223
200,2022,1131,Wilcox County ,AL,1,500022
201,2020,1133,Winston County ,AL,1,165087
202,2021,1133,Winston County ,AL,1,1211683
203,2022,1133,Winston County ,AL,1,1306431
204,2020,0,Statewide Unallocated,AK,2,611
205,2021,0,Statewide Unallocated,AK,2,3091
206,2022,0,Statewide Unallocated,AK,2,0
207,2020,2013,Aleutians East Borough ,AK,2,1743
208,2021,2013,Aleutians East Borough ,AK,2,51608
209,2022,2013,Aleutians East Borough ,AK,2,94038
210,2020,2016,Aleutians West Census Area ,AK,2,9725
211,2021,2016,Aleutians West Census Area ,AK,2,163899
212,2022,2016,Aleutians West Census Area ,AK,2,149859
213,2020,2020,Municipality of Anchorage,AK,2,1432768
214,2021,2020,Municipality of Anchorage,AK,2,13613972
215,2022,2020,Municipality of Anchorage,AK,2,17631542
216,2020,2050,Bethel Census Area ,AK,2,108476
217,2021,2050,Bethel Census Area ,AK,2,1628518
218,2022,2050,Bethel Census Area ,AK,2,1714440
219,2020,2060,Bristol Bay Borough ,AK,2,30
220,2021,2060,Bristol Bay Borough ,AK,2,183847
221,2022,2060,Bristol Bay Borough ,AK,2,110048
222,2020,2068,Denali Borough ,AK,2,3449
223,2021,2068,Denali Borough ,AK,2,47034
224,2022,2068,Denali Borough ,AK,2,60708
225,2020,2070,Dillingham Census Area ,AK,2,7488
226,2021,2070,Dillingham Census Area ,AK,2,143403
227,2022,2070,Dillingham Census Area ,AK,2,292050
228,2020,2090,Fairbanks North Star Borough ,AK,2,329996
229,2021,2090,Fairbanks North Star Borough ,AK,2,3493116
230,2022,2090,Fairbanks North Star Borough ,AK,2,4642327
231,2020,2100,Haines Borough ,AK,2,1452
232,2021,2100,Haines Borough ,AK,2,32249
233,2022,2100,Haines Borough ,AK,2,99665
234,2020,2105,Hoonah-Angoon Census Area ,AK,2,0
235,2021,2105,Hoonah-Angoon Census Area ,AK,2,0
236,2022,2105,Hoonah-Angoon Census Area ,AK,2,0
237,2020,2110,City and Borough of Juneau,AK,2,85574
238,2021,2110,City and Borough of Juneau,AK,2,747955
239,2022,2110,City and Borough of Juneau,AK,2,1391099
240,2020,2122,Kenai Peninsula Borough ,AK,2,222545
241,2021,2122,Kenai Peninsula Borough ,AK,2,2290433
242,2022,2122,Kenai Peninsula Borough ,AK,2,2976508
243,2020,2130,Ketchikan Gateway Borough ,AK,2,19589
244,2021,2130,Ketchikan Gateway Borough ,AK,2,322665
245,2022,2130,Ketchikan Gateway Borough ,AK,2,666253
246,2020,2150,Kodiak Island Borough ,AK,2,31040
247,2021,2150,Kodiak Island Borough ,AK,2,542046
248,2022,2150,Kodiak Island Borough ,AK,2,820002
249,2020,2158,Kusilvak Census Area ,AK,2,31744
250,2021,2158,Kusilvak Census Area ,AK,2,494012
251,2022,2158,Kusilvak Census Area ,AK,2,272948
252,2020,2164,Lake and Peninsula Borough ,AK,2,0
253,2021,2164,Lake and Peninsula Borough ,AK,2,9680
254,2022,2164,Lake and Peninsula Borough ,AK,2,21901
255,2020,2170,Matanuska-Susitna Borough ,AK,2,304480
256,2021,2170,Matanuska-Susitna Borough ,AK,2,5056619
257,2022,2170,Matanuska-Susitna Borough ,AK,2,5952204
258,2020,2180,Nome Census Area ,AK,2,19548
259,2021,2180,Nome Census Area ,AK,2,291180
260,2022,2180,Nome Census Area ,AK,2,962615
261,2020,2185,North Slope Borough ,AK,2,40948
262,2021,2185,North Slope Borough ,AK,2,529911
263,2022,2185,North Slope Borough ,AK,2,693482
264,2020,2188,Northwest Arctic Borough ,AK,2,31323
265,2021,2188,Northwest Arctic Borough ,AK,2,354212
266,2022,2188,Northwest Arctic Borough ,AK,2,754658
267,2020,2195,Petersburg Borough ,AK,2,2320
268,2021,2195,Petersburg Borough ,AK,2,53970
269,2022,2195,Petersburg Borough ,AK,2,32399
270,2020,2198,Prince of Wales - Hyder Census Area ,AK,2,5674
271,2021,2198,Prince of Wales - Hyder Census Area ,AK,2,61819
272,2022,2198,Prince of Wales - Hyder Census Area ,AK,2,45431
273,2020,2220,City and Borough of Sitka,AK,2,16720
274,2021,2220,City and Borough of Sitka,AK,2,229076
275,2022,2220,City and Borough of Sitka,AK,2,400307
276,2020,2230,Municipality of Skagway,AK,2,691
277,2021,2230,Municipality of Skagway,AK,2,8721
278,2022,2230,Municipality of Skagway,AK,2,5430
279,2020,2240,Southeast Fairbanks Census Area ,AK,2,21365
280,2021,2240,Southeast Fairbanks Census Area ,AK,2,289721
281,2022,2240,Southeast Fairbanks Census Area ,AK,2,326343
282,2020,2261,Valdez-Cordova Census Area ,AK,2,27906
283,2021,2261,Valdez-Cordova Census Area ,AK,2,255477
284,2022,2261,Valdez-Cordova Census Area ,AK,2,316141
285,2020,2275,City and Borough of Wrangell,AK,2,2122
286,2021,2275,City and Borough of Wrangell,AK,2,18764
287,2022,2275,City and Borough of Wrangell,AK,2,12851
288,2020,2282,City and Borough of Yakutat,AK,2,0
289,2021,2282,City and Borough of Yakutat,AK,2,5040
290,2022,2282,City and Borough of Yakutat,AK,2,11403
291,2020,2290,Yukon-Koyukuk Census Area ,AK,2,18432
292,2021,2290,Yukon-Koyukuk Census Area ,AK,2,167022
293,2022,2290,Yukon-Koyukuk Census Area ,AK,2,240732
294,2020,0,Statewide Unallocated,AZ,4,99
295,2021,0,Statewide Unallocated,AZ,4,25656
296,2022,0,Statewide Unallocated,AZ,4,9829
297,2020,4001,Apache County ,AZ,4,833443
298,2021,4001,Apache County ,AZ,4,4384733
299,2022,4001,Apache County ,AZ,4,3903137
300,2020,4003,Cochise County ,AZ,4,471249
301,2021,4003,Cochise County ,AZ,4,4794173
302,2022,4003,Cochise County ,AZ,4,5428298
303,2020,4005,Coconino County ,AZ,4,991400
304,2021,4005,Coconino County ,AZ,4,7024640
305,2022,4005,Coconino County ,AZ,4,7617332
306,2020,4007,Gila County ,AZ,4,327615
307,2021,4007,Gila County ,AZ,4,2857614
308,2022,4007,Gila County ,AZ,4,2990191
309,2020,4009,Graham County ,AZ,4,217713
310,2021,4009,Graham County ,AZ,4,2248934
311,2022,4009,Graham County ,AZ,4,2098373
312,2020,4011,Greenlee County ,AZ,4,22114
313,2021,4011,Greenlee County ,AZ,4,277662
314,2022,4011,Greenlee County ,AZ,4,385947
315,2020,4012,La Paz County ,AZ,4,125714
316,2021,4012,La Paz County ,AZ,4,975371
317,2022,4012,La Paz County ,AZ,4,905598
318,2020,4013,Maricopa County ,AZ,4,29977431
319,2021,4013,Maricopa County ,AZ,4,219895916
320,2022,4013,Maricopa County ,AZ,4,222562615
321,2020,4015,Mohave County ,AZ,4,877206
322,2021,4015,Mohave County ,AZ,4,9537789
323,2022,4015,Mohave County ,AZ,4,10003499
324,2020,4017,Navajo County ,AZ,4,1321577
325,2021,4017,Navajo County ,AZ,4,6585706
326,2022,4017,Navajo County ,AZ,4,6676333
327,2020,4019,Pima County ,AZ,4,5414459
328,2021,4019,Pima County ,AZ,4,45172037
329,2022,4019,Pima County ,AZ,4,44332117
330,2020,4021,Pinal County ,AZ,4,2307297
331,2021,4021,Pinal County ,AZ,4,21289651
332,2022,4021,Pinal County ,AZ,4,22888250
333,2020,4023,Santa Cruz County ,AZ,4,620308
334,2021,4023,Santa Cruz County ,AZ,4,3036875
335,2022,4023,Santa Cruz County ,AZ,4,2882497
336,2020,4025,Yavapai County ,AZ,4,661233
337,2021,4025,Yavapai County ,AZ,4,8091229
338,2022,4025,Yavapai County ,AZ,4,8449147
339,2020,4027,Yuma County ,AZ,4,2718130
340,2021,4027,Yuma County ,AZ,4,13959514
341,2022,4027,Yuma County ,AZ,4,10930844
342,2020,0,Statewide Unallocated,AR,5,352648
343,2021,0,Statewide Unallocated,AR,5,1086923
344,2022,0,Statewide Unallocated,AR,5,548973
345,2020,5001,Arkansas County ,AR,5,99971
346,2021,5001,Arkansas County ,AR,5,939930
347,2022,5001,Arkansas County ,AR,5,992922
348,2020,5003,Ashley County ,AR,5,99068
349,2021,5003,Ashley County ,AR,5,857017
350,2022,5003,Ashley County ,AR,5,889500
351,2020,5005,Baxter County ,AR,5,115477
352,2021,5005,Baxter County ,AR,5,1537779
353,2022,5005,Baxter County ,AR,5,1538169
354,2020,5007,Benton County ,AR,5,1510160
355,2021,5007,Benton County ,AR,5,12145005
356,2022,5007,Benton County ,AR,5,11678049
357,2020,5009,Boone County ,AR,5,166842
358,2021,5009,Boone County ,AR,5,1719226
359,2022,5009,Boone County ,AR,5,1656935
360,2020,5011,Bradley County ,AR,5,67217
361,2021,5011,Bradley County ,AR,5,579247
362,2022,5011,Bradley County ,AR,5,524241
363,2020,5013,Calhoun County ,AR,5,11935
364,2021,5013,Calhoun County ,AR,5,170930
365,2022,5013,Calhoun County ,AR,5,164869
366,2020,5015,Carroll County ,AR,5,160454
367,2021,5015,Carroll County ,AR,5,1217505
368,2022,5015,Carroll County ,AR,5,1072906
369,2020,5017,Chicot County ,AR,5,171415
370,2021,5017,Chicot County ,AR,5,636639
371,2022,5017,Chicot County ,AR,5,489037
372,2020,5019,Clark County ,AR,5,89891
373,2021,5019,Clark County ,AR,5,910359
374,2022,5019,Clark County ,AR,5,930257
375,2020,5021,Clay County ,AR,5,84390
376,2021,5021,Clay County ,AR,5,755893
377,2022,5021,Clay County ,AR,5,721139
378,2020,5023,Cleburne County ,AR,5,88127
379,2021,5023,Cleburne County ,AR,5,956166
380,2022,5023,Cleburne County ,AR,5,1122731
381,2020,5025,Cleveland County ,AR,5,41693
382,2021,5025,Cleveland County ,AR,5,403287
383,2022,5025,Cleveland County ,AR,5,396001
384,2020,5027,Columbia County ,AR,5,113134
385,2021,5027,Columbia County ,AR,5,969515
386,2022,5027,Columbia County ,AR,5,939948
387,2020,5029,Conway County ,AR,5,72948
388,2021,5029,Conway County ,AR,5,921776
389,2022,5029,Conway County ,AR,5,952258
390,2020,5031,Craighead County ,AR,5,730034
391,2021,5031,Craighead County ,AR,5,5921596
392,2022,5031,Craighead County ,AR,5,6556769
393,2020,5033,Crawford County ,AR,5,323513
394,2021,5033,Crawford County ,AR,5,3000791
395,2022,5033,Crawford County ,AR,5,2778747
396,2020,5035,Crittenden County ,AR,5,429618
397,2021,5035,Crittenden County ,AR,5,2518264
398,2022,5035,Crittenden County ,AR,5,2492773
399,2020,5037,Cross County ,AR,5,98199
400,2021,5037,Cross County ,AR,5,834445
401,2022,5037,Cross County ,AR,5,840336
402,2020,5039,Dallas County ,AR,5,32806
403,2021,5039,Dallas County ,AR,5,326329
404,2022,5039,Dallas County ,AR,5,305702
405,2020,5041,Desha County ,AR,5,69243
406,2021,5041,Desha County ,AR,5,558695
407,2022,5041,Desha County ,AR,5,529836
408,2020,5043,Drew County ,AR,5,88025
409,2021,5043,Drew County ,AR,5,840417
410,2022,5043,Drew County ,AR,5,814138
411,2020,5045,Faulkner County ,AR,5,555692
412,2021,5045,Faulkner County ,AR,5,5472412
413,2022,5045,Faulkner County ,AR,5,6126815
414,2020,5047,Franklin County ,AR,5,76381
415,2021,5047,Franklin County ,AR,5,740916
416,2022,5047,Franklin County ,AR,5,670474
417,2020,5049,Fulton County ,AR,5,49106
418,2021,5049,Fulton County ,AR,5,494375
419,2022,5049,Fulton County ,AR,5,472112
420,2020,5051,Garland County ,AR,5,426484
421,2021,5051,Garland County ,AR,5,4420519
422,2022,5051,Garland County ,AR,5,4048769
423,2020,5053,Grant County ,AR,5,65376
424,2021,5053,Grant County ,AR,5,766148
425,2022,5053,Grant County ,AR,5,775895
426,2020,5055,Greene County ,AR,5,273039
427,2021,5055,Greene County ,AR,5,2714643
428,2022,5055,Greene County ,AR,5,2794292
429,2020,5057,Hempstead County ,AR,5,93713
430,2021,5057,Hempstead County ,AR,5,835386
431,2022,5057,Hempstead County ,AR,5,797282
432,2020,5059,Hot Spring County ,AR,5,387843
433,2021,5059,Hot Spring County ,AR,5,2178420
434,2022,5059,Hot Spring County ,AR,5,1955166
435,2020,5061,Howard County ,AR,5,100866
436,2021,5061,Howard County ,AR,5,690683
437,2022,5061,Howard County ,AR,5,661406
438,2020,5063,Independence County ,AR,5,224402
439,2021,5063,Independence County ,AR,5,1722018
440,2022,5063,Independence County ,AR,5,1851836
441,2020,5065,Izard County ,AR,5,82681
442,2021,5065,Izard County ,AR,5,727289
443,2022,5065,Izard County ,AR,5,686319
444,2020,5067,Jackson County ,AR,5,147267
445,2021,5067,Jackson County ,AR,5,1308458
446,2022,5067,Jackson County ,AR,5,1069788
447,2020,5069,Jefferson County ,AR,5,644663
448,2021,5069,Jefferson County ,AR,5,3691572
449,2022,5069,Jefferson County ,AR,5,3272850
450,2020,5071,Johnson County ,AR,5,176007
451,2021,5071,Johnson County ,AR,5,1256731
452,2022,5071,Johnson County ,AR,5,1183700
453,2020,5073,Lafayette County ,AR,5,27175
454,2021,5073,Lafayette County ,AR,5,233328
455,2022,5073,Lafayette County ,AR,5,226070
456,2020,5075,Lawrence County ,AR,5,120889
457,2021,5075,Lawrence County ,AR,5,913959
458,2022,5075,Lawrence County ,AR,5,916225
459,2020,5077,Lee County ,AR,5,207639
460,2021,5077,Lee County ,AR,5,667090
461,2022,5077,Lee County ,AR,5,514471
462,2020,5079,Lincoln County ,AR,5,419643
463,2021,5079,Lincoln County ,AR,5,1225773
464,2022,5079,Lincoln County ,AR,5,870031
465,2020,5081,Little River County ,AR,5,71531
466,2021,5081,Little River County ,AR,5,544093
467,2022,5081,Little River County ,AR,5,569593
468,2020,5083,Logan County ,AR,5,101137
469,2021,5083,Logan County ,AR,5,981179
470,2022,5083,Logan County ,AR,5,895256
471,2020,5085,Lonoke County ,AR,5,281005
472,2021,5085,Lonoke County ,AR,5,3251575
473,2022,5085,Lonoke County ,AR,5,3477974
474,2020,5087,Madison County ,AR,5,83720
475,2021,5087,Madison County ,AR,5,668274
476,2022,5087,Madison County ,AR,5,691852
477,2020,5089,Marion County ,AR,5,33605
478,2021,5089,Marion County ,AR,5,539208
479,2022,5089,Marion County ,AR,5,591612
480,2020,5091,Miller County ,AR,5,221138
481,2021,5091,Miller County ,AR,5,1800220
482,2022,5091,Miller County ,AR,5,1665306
483,2020,5093,Mississippi County ,AR,5,365236
484,2021,5093,Mississippi County ,AR,5,2411051
485,2022,5093,Mississippi County ,AR,5,2358215
486,2020,5095,Monroe County ,AR,5,32873
487,2021,5095,Monroe County ,AR,5,351514
488,2022,5095,Monroe County ,AR,5,337951
489,2020,5097,Montgomery County ,AR,5,30988
490,2021,5097,Montgomery County ,AR,5,319581
491,2022,5097,Montgomery County ,AR,5,267201
492,2020,5099,Nevada County ,AR,5,52751
493,2021,5099,Nevada County ,AR,5,366649
494,2022,5099,Nevada County ,AR,5,381264
495,2020,5101,Newton County ,AR,5,45978
496,2021,5101,Newton County ,AR,5,327564
497,2022,5101,Newton County ,AR,5,303642
498,2020,5103,Ouachita County ,AR,5,72785
499,2021,5103,Ouachita County ,AR,5,979556
500,2022,5103,Ouachita County ,AR,5,955718
501,2020,5105,Perry County ,AR,5,26537
502,2021,5105,Perry County ,AR,5,394906
503,2022,5105,Perry County ,AR,5,437898
504,2020,5107,Phillips County ,AR,5,112992
505,2021,5107,Phillips County ,AR,5,833290
506,2022,5107,Phillips County ,AR,5,846966
507,2020,5109,Pike County ,AR,5,45685
508,2021,5109,Pike County ,AR,5,453756
509,2022,5109,Pike County ,AR,5,454526
510,2020,5111,Poinsett County ,AR,5,168148
511,2021,5111,Poinsett County ,AR,5,1375436
512,2022,5111,Poinsett County ,AR,5,1401235
513,2020,5113,Polk County ,AR,5,78025
514,2021,5113,Polk County ,AR,5,832805
515,2022,5113,Polk County ,AR,5,723730
516,2020,5115,Pope County ,AR,5,456642
517,2021,5115,Pope County ,AR,5,3398051
518,2022,5115,Pope County ,AR,5,3218111
519,2020,5117,Prairie County ,AR,5,37703
520,2021,5117,Prairie County ,AR,5,372600
521,2022,5117,Prairie County ,AR,5,343493
522,2020,5119,Pulaski County ,AR,5,2027167
523,2021,5119,Pulaski County ,AR,5,16808613
524,2022,5119,Pulaski County ,AR,5,18113095
525,2020,5121,Randolph County ,AR,5,104679
526,2021,5121,Randolph County ,AR,5,913060
527,2022,5121,Randolph County ,AR,5,894117
528,2020,5123,St. Francis County ,AR,5,330664
529,2021,5123,St. Francis County ,AR,5,1448612
530,2022,5123,St. Francis County ,AR,5,1259025
531,2020,5125,Saline County ,AR,5,513277
532,2021,5125,Saline County ,AR,5,5213556
533,2022,5125,Saline County ,AR,5,5396421
534,2020,5127,Scott County ,AR,5,34663
535,2021,5127,Scott County ,AR,5,435920
536,2022,5127,Scott County ,AR,5,403460
537,2020,5129,Searcy County ,AR,5,32464
538,2021,5129,Searcy County ,AR,5,334247
539,2022,5129,Searcy County ,AR,5,367291
540,2020,5131,Sebastian County ,AR,5,789620
541,2021,5131,Sebastian County ,AR,5,6395928
542,2022,5131,Sebastian County ,AR,5,5761388
543,2020,5133,Sevier County ,AR,5,255980
544,2021,5133,Sevier County ,AR,5,1139515
545,2022,5133,Sevier County ,AR,5,1032934
546,2020,5135,Sharp County ,AR,5,68143
547,2021,5135,Sharp County ,AR,5,750616
548,2022,5135,Sharp County ,AR,5,810073
549,2020,5137,Stone County ,AR,5,58176
550,2021,5137,Stone County ,AR,5,467198
551,2022,5137,Stone County ,AR,5,505998
552,2020,5139,Union County ,AR,5,195224
553,2021,5139,Union County ,AR,5,1649112
554,2022,5139,Union County ,AR,5,1618540
555,2020,5141,Van Buren County ,AR,5,43625
556,2021,5141,Van Buren County ,AR,5,587092
557,2022,5141,Van Buren County ,AR,5,609863
558,2020,5143,Washington County ,AR,5,1985484
559,2021,5143,Washington County ,AR,5,12907468
560,2022,5143,Washington County ,AR,5,11984693
561,2020,5145,White County ,AR,5,268262
562,2021,5145,White County ,AR,5,3579558
563,2022,5145,White County ,AR,5,3833697
564,2020,5147,Woodruff County ,AR,5,18860
565,2021,5147,Woodruff County ,AR,5,289513
566,2022,5147,Woodruff County ,AR,5,301631
567,2020,5149,Yell County ,AR,5,257110
568,2021,5149,Yell County ,AR,5,1389035
569,2022,5149,Yell County ,AR,5,1196229
570,2020,0,Statewide Unallocated,CA,6,6300
571,2021,0,Statewide Unallocated,CA,6,249644
572,2022,0,Statewide Unallocated,CA,6,1142641
573,2020,6001,Alameda County ,CA,6,4647211
574,2021,6001,Alameda County ,CA,6,35420439
575,2022,6001,Alameda County ,CA,6,45802034
